loc_code,general_hh_apt_inc,foreign_hh_apt_inc,demolished_apt_inc,natural_demand,internal_invest_demand,avg_trade_price_y3,multi_homeowner_inc_y3,local_buyer_ratio_y3,internal_invest_demand_3yr_wgt_y3,internal_invest_demand_y1,internal_invest_demand_y2,external_invest_demand,absorbed_supply_y3,nonlocal_buyer_ratio_y3,external_invest_demand_3yr_wgt_y3,external_invest_demand_y1,external_invest_demand_y2,total_invest_demand,new_demand_volume,own_hh_apt_move_demand,py_bprice_y3,bprice_threshold_ratio,income_quintile,own_hh_ratio,own_move_plan_yn,rent_hh_apt_move_demand,rent_hh_ratio,rent_move_plan_yn,nonapt_move_demand,nonapt_hh_ratio,nonapt_move_plan_yn,nonapt_price_adj,total_move_demand,single_and_foreign_hh_inc,single_foreign_own_occ_ratio,multi_hh_and_demolished_hh_inc,multi_demolished_own_occ_ratio,hh_increase_demand,unsold_level_ratio,unsold_level_adj_ratio,total_invest_demand_eff,effective_demand,supply_volume_3y,effective_demand_to_supply,supply_demand_grade,base_date
11320,296,9,58,362,,2009,179,0.54,0.5,,,,-12,0.46,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.65,0.4,0.6,0,1061,0.3,-699,0.7,0,0.0,1.0,,0,100,,C,202602
11350,656,21,0,677,5,2411,-14,0.45,0.5,-5,21,81,0,0.55,0.5,0,244,86,763,383,4070,0.55,0.27,0.74,0.05,18,0.26,0.2,14,0.15,0.4,0.6,415,2176,0.3,-1499,0.7,-107,0.0,1.0,86,394,893,2.26,C,202602
11380,920,1,114,1035,-7,2541,-323,0.42,0.5,-4,22,178,2431,0.58,0.5,93,45,171,1205,266,4557,0.55,0.27,0.74,0.05,2,0.26,0.2,87,1.36,0.4,0.6,355,1182,0.3,-147,0.7,68,0.0,1.0,171,594,1419,2.39,C,202602
11410,758,22,25,805,,3139,120,0.29,0.5,,,,-18,0.71,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.8,0.4,0.6,0,861,0.3,-56,0.7,0,0.0,1.0,,0,446,,C,202602
11440,953,9,131,1093,4,4561,146,0.32,0.5,-11,-2,118,131,0.68,0.5,88,222,122,1215,658,4539,0.55,0.38,0.74,0.05,155,0.26,0.2,133,0.68,0.4,0.6,945,1224,0.3,-131,0.7,105,0.0,1.0,122,1172,693,0.59,A,202602
11470,654,-4,31,681,,4311,182,0.46,0.5,,,,128,0.54,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.57,0.4,0.6,0,1224,0.3,-543,0.7,0,0.0,1.0,,0,49,,C,202602
11500,1431,1,197,1630,6,2954,33,0.47,0.5,-25,37,47,175,0.53,0.5,14,97,53,1683,420,4466,0.55,0.26,0.74,0.05,7,0.26,0.2,73,0.71,0.4,0.6,499,2465,0.3,-835,0.7,40,0.0,1.0,53,592,463,0.78,A,202602
11530,1064,5,49,1118,-2,2412,-18,0.38,0.5,-12,9,85,950,0.62,0.5,33,37,83,1202,324,3803,0.55,0.27,0.74,0.05,19,0.26,0.2,47,0.57,0.4,0.6,390,1441,0.3,-323,0.7,56,0.0,1.0,83,529,552,1.04,B,202602
11545,791,-2,0,789,-1,2115,5,0.51,0.5,-11,7,8,3,0.49,0.5,-1,25,7,796,168,2937,0.55,0.31,0.74,0.05,58,0.26,0.2,63,1.15,0.4,0.6,289,948,0.3,-160,0.7,54,0.0,1.0,7,350,73,0.21,S,202602
11560,2023,3,124,2150,5,4263,132,0.33,0.5,-14,10,127,705,0.67,0.5,75,97,132,2282,606,4832,0.55,0.38,0.74,0.05,38,0.26,0.2,62,0.4,0.4,0.6,706,1925,0.3,225,0.7,279,0.0,1.0,132,1117,721,0.65,A,202602
11590,648,-1,54,702,-3,3942,-43,0.28,0.5,-12,5,156,1196,0.72,0.5,107,86,153,854,444,6118,0.55,0.37,0.74,0.05,13,0.26,0.2,90,0.82,0.4,0.6,547,1134,0.3,-433,0.7,14,0.0,1.0,153,714,785,1.1,B,202602
11620,968,9,187,1163,,2543,-9,0.39,0.5,,,,-4,0.61,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.25,0.4,0.6,0,1493,0.3,-330,0.7,0,0.0,1.0,,0,739,,C,202602
11650,351,2,1119,1472,18,7366,210,0.39,0.5,-36,49,837,3319,0.61,0.5,3,1527,855,2326,1030,7584,0.55,0.53,0.74,0.05,324,0.26,0.2,133,0.41,0.4,0.6,1488,780,0.3,691,0.7,381,0.0,1.0,855,2723,3687,1.35,B,202602
11680,2381,18,81,2480,39,8490,355,0.42,0.5,-20,59,204,334,0.58,0.5,4,507,244,2723,1406,8123,0.55,0.53,0.74,0.05,282,0.26,0.2,142,0.35,0.4,0.6,1830,1579,0.3,901,0.7,585,0.0,1.0,244,2659,891,0.34,S,202602
11710,1539,-2,70,1607,-11,5951,-248,0.41,0.5,-4,21,404,1909,0.59,0.5,158,503,393,2000,1269,6070,0.55,0.44,0.74,0.05,344,0.26,0.2,248,0.64,0.4,0.6,1861,2054,0.3,-447,0.7,134,0.0,1.0,393,2388,1951,0.82,A,202602
11740,3029,2,1469,4500,7,4129,201,0.37,0.5,-9,-20,296,650,0.63,0.5,168,439,303,4802,1104,3004,0.55,0.42,0.74,0.05,793,0.26,0.2,237,0.52,0.4,0.6,2133,1987,0.3,2513,0.7,989,0.0,1.0,303,3425,1416,0.41,S,202602
26000,10803,190,849,11842,261,1275,3803,0.54,0.5,-75,426,1098,15852,0.46,0.5,1043,721,1359,13201,1347,3024,0.55,0.28,0.74,0.05,84,0.26,0.2,155,0.45,0.4,0.6,1585,14581,0.3,-2739,0.7,688,0.01,0.8,1087,3360,18035,5.37,C,202602
26110,70,2,0,72,,699,31,0.45,0.5,,,,0,0.55,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.74,0.4,0.6,0,142,0.3,-69,0.7,0,0.0,1.0,,0,0,,C,202602
26140,212,14,3,229,24,1193,106,0.51,0.5,4,55,26,-174,0.49,0.5,4,96,51,280,59,2495,0.55,0.33,0.74,0.05,9,0.26,0.2,17,1.02,0.4,0.6,85,289,0.3,-60,0.7,15,0.01,0.8,41,141,434,3.09,C,202602
26170,271,2,0,273,14,1267,189,0.48,0.5,-1,16,70,372,0.52,0.5,1,151,85,358,112,2061,0.55,0.41,0.74,0.05,11,0.26,0.2,36,1.23,0.4,0.6,159,293,0.3,-20,0.7,30,0.03,0.4,34,223,730,3.27,C,202602
26200,-4,13,7,15,,756,63,0.59,0.5,,,,1,0.41,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.65,0.4,0.6,0,345,0.3,-329,0.7,0,0.0,1.0,,0,0,,C,202602
26230,2307,18,35,2360,37,1121,526,0.53,0.5,-4,60,93,2181,0.47,0.5,20,58,130,2489,143,2893,0.55,0.26,0.74,0.05,2,0.26,0.2,15,0.43,0.4,0.6,160,2229,0.3,130,0.7,198,0.01,0.6,78,436,1655,3.8,C,202602
26260,1287,3,53,1343,22,1532,-76,0.48,0.5,30,46,239,3280,0.52,0.5,56,107,261,1604,496,2340,0.55,0.46,0.74,0.05,147,0.26,0.2,60,0.39,0.4,0.6,703,1122,0.3,221,0.7,226,0.01,0.8,209,1137,1982,1.74,C,202602
26290,344,44,207,595,29,1413,413,0.52,0.5,-40,79,196,736,0.48,0.5,531,-20,225,820,112,3197,0.55,0.27,0.74,0.05,14,0.26,0.2,19,0.62,0.4,0.6,145,981,0.3,-386,0.7,6,0.0,1.0,225,376,4341,11.54,C,202602
26320,625,-8,248,865,12,1006,119,0.64,0.5,-11,29,9,381,0.36,0.5,-4,0,21,886,205,2221,0.55,0.43,0.74,0.05,8,0.26,0.2,11,0.21,0.4,0.6,223,1209,0.3,-344,0.7,53,0.0,1.0,21,297,143,0.48,S,202602
26350,534,11,12,557,1,1809,49,0.56,0.5,-20,16,87,2341,0.44,0.5,55,0,87,644,127,4471,0.55,0.27,0.74,0.05,0,0.26,0.2,7,0.24,0.4,0.6,134,1351,0.3,-793,0.7,-41,0.01,0.8,70,163,1369,8.38,C,202602
26380,358,16,0,374,34,759,391,0.71,0.5,4,43,23,1095,0.29,0.5,3,1,58,432,132,1853,0.55,0.5,0.74,0.05,41,0.26,0.2,17,0.41,0.4,0.6,189,1255,0.3,-881,0.7,-120,0.01,0.8,46,116,436,3.78,C,202602
26410,-148,6,59,-84,,1183,-75,0.58,0.5,,,,-19,0.42,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.75,0.4,0.6,0,570,0.3,-654,0.7,0,0.0,1.0,,0,492,,C,202602
26440,1310,10,0,1319,9,1201,187,0.6,0.5,-8,-4,291,3738,0.4,0.5,287,55,300,1620,514,1681,0.55,0.73,0.74,0.05,147,0.26,0.2,40,0.25,0.4,0.6,701,766,0.3,554,0.7,451,0.01,0.8,240,1392,3202,2.3,C,202602
26470,1210,2,44,1257,22,1455,510,0.42,0.5,-10,12,48,212,0.58,0.5,22,87,71,1327,373,2409,0.55,0.42,0.74,0.05,97,0.26,0.2,48,0.43,0.4,0.6,518,1018,0.3,239,0.7,199,0.0,1.0,71,787,481,0.61,A,202602
26500,691,8,177,877,13,1977,304,0.37,0.5,-3,23,84,1086,0.63,0.5,0,126,98,975,30,5380,0.55,0.19,0.74,0.05,0,0.26,0.2,5,0.77,0.4,0.6,35,849,0.3,28,0.7,52,0.01,0.8,78,165,996,6.03,C,202602
26530,416,23,4,443,17,779,177,0.58,0.5,-14,43,33,235,0.42,0.5,0,77,50,493,144,1731,0.55,0.49,0.74,0.05,40,0.26,0.2,14,0.32,0.4,0.6,198,1035,0.3,-592,0.7,-51,0.02,0.4,20,167,856,5.12,C,202602
26710,1454,12,0,1466,91,971,889,0.61,0.5,30,59,74,387,0.39,0.5,0,170,165,1631,510,1439,0.55,0.7,0.74,0.05,257,0.26,0.2,0,,0.4,0.6,767,900,0.3,567,0.7,467,,0.2,33,1267,917,0.72,A,202602
27000,8851,95,427,9373,296,1067,4318,0.55,0.5,61,388,351,6286,0.45,0.5,182,348,647,10020,695,2895,0.55,0.33,0.74,0.05,36,0.26,0.2,56,0.32,0.4,0.6,787,10261,0.3,-889,0.7,811,0.01,0.8,518,2116,3125,1.48,B,202602
27110,1183,2,10,1195,38,1447,653,0.28,0.5,13,36,68,445,0.72,0.5,46,41,106,1301,385,2023,0.55,0.58,0.74,0.05,36,0.26,0.2,35,0.35,0.4,0.6,456,567,0.3,628,0.7,354,0.01,0.6,63,873,173,0.2,S,202602
27140,1724,7,83,1815,57,968,922,0.57,0.5,5,53,49,919,0.43,0.5,26,35,106,1920,257,2238,0.55,0.44,0.74,0.05,0,0.26,0.2,25,0.41,0.4,0.6,283,1687,0.3,127,0.7,262,0.01,0.8,84,629,587,0.93,A,202602
27170,193,2,0,195,,1054,369,0.46,0.5,,,,106,0.54,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.51,0.4,0.6,0,328,0.3,-132,0.7,0,0.02,0.4,,0,80,,C,202602
27200,61,4,5,70,10,974,141,0.39,0.5,-1,17,139,594,0.61,0.5,50,277,149,218,105,1961,0.55,0.49,0.74,0.05,3,0.26,0.2,33,1.28,0.4,0.6,141,260,0.3,-190,0.7,-27,0.02,0.4,60,173,712,4.11,C,202602
27230,1324,15,173,1513,,859,375,0.61,0.5,,,,756,0.39,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.22,0.4,0.6,0,2092,0.3,-579,0.7,0,0.01,0.8,,0,366,,C,202602
27260,1090,1,12,1103,40,1536,1285,0.53,0.5,-14,0,100,1636,0.47,0.5,81,69,140,1243,204,3906,0.55,0.34,0.74,0.05,4,0.26,0.2,12,0.25,0.4,0.6,220,1436,0.3,-333,0.7,67,0.01,0.8,112,400,705,1.76,C,202602
27290,691,25,144,860,60,953,437,0.59,0.5,49,78,60,1800,0.41,0.5,9,24,120,980,310,2399,0.55,0.45,0.74,0.05,8,0.26,0.2,14,0.18,0.4,0.6,332,2064,0.3,-1204,0.7,-101,0.01,0.8,96,327,491,1.5,B,202602
27710,1546,27,0,1574,,793,103,0.59,0.5,,,,30,0.41,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,,0.4,0.6,0,1310,0.3,263,0.7,0,,0.2,,0,11,47.22,C,202602
27720,3,1,0,4,,795,33,0.75,0.5,,,,0,0.25,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,15.33,0.4,0.6,0,1,0.3,3,0.7,0,0.0,1.0,,0,0,,C,202602
28000,16622,392,671,17685,416,1346,2262,0.57,0.5,128,662,2092,20376,0.43,0.5,858,2307,2507,20193,6679,1891,0.55,0.58,0.74,0.05,2351,0.26,0.2,1127,0.52,0.4,0.6,10157,13148,0.3,4537,0.7,4130,0.0,1.0,2507,16794,19672,1.17,B,202602
28110,2029,28,0,2056,20,1108,8,0.51,0.5,18,42,200,2423,0.49,0.5,58,167,220,2276,400,1772,0.55,0.62,0.74,0.05,11,0.26,0.2,45,0.46,0.4,0.6,457,1108,0.3,948,0.7,618,0.0,1.0,220,1294,1363,1.05,B,202602
28140,65,6,0,72,,934,-69,0.42,0.5,,,,-41,0.58,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.56,0.4,0.6,0,214,0.3,-142,0.7,0,0.0,1.0,,0,126,,C,202602
28185,3505,105,32,3641,44,1744,576,0.55,0.5,-15,39,280,1205,0.45,0.5,38,616,325,3966,1173,2544,0.55,0.56,0.74,0.05,235,0.26,0.2,34,0.1,0.4,0.6,1442,1676,0.3,1965,0.7,1052,0.0,1.0,325,2819,2499,0.89,A,202602
28200,664,34,78,777,,1189,-128,0.59,0.5,,,,8,0.41,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.43,0.4,0.6,0,2103,0.3,-1326,0.7,0,0.0,1.0,,0,0,,C,202602
28237,1716,76,66,1857,61,1359,645,0.55,0.5,2,81,192,4157,0.45,0.5,6,36,253,2110,496,2379,0.55,0.42,0.74,0.05,48,0.26,0.2,65,0.5,0.4,0.6,609,1911,0.3,-54,0.7,225,0.0,1.0,253,1087,1558,1.43,B,202602
28245,642,19,95,756,27,1092,200,0.57,0.5,8,36,208,1594,0.43,0.5,74,334,235,991,456,1739,0.55,0.57,0.74,0.05,210,0.26,0.2,83,0.52,0.4,0.6,749,1161,0.3,-405,0.7,37,0.0,1.0,235,1021,2350,2.3,C,202602
28260,6839,55,217,7111,170,1413,-42,0.58,0.5,119,402,752,4489,0.42,0.5,637,865,922,8033,2084,1764,0.55,0.65,0.74,0.05,1165,0.26,0.2,320,0.41,0.4,0.6,3569,3350,0.3,3761,0.7,2364,0.0,1.0,922,6856,7416,1.08,B,202602
28177,1530,74,183,1787,69,1112,821,0.61,0.5,24,32,347,5195,0.39,0.5,117,316,415,2203,579,1862,0.55,0.52,0.74,0.05,188,0.26,0.2,177,0.96,0.4,0.6,943,1473,0.3,314,0.7,344,0.0,1.0,415,1702,3874,2.28,C,202602
28710,39,1,0,39,28,738,162,0.67,0.5,15,38,45,1346,0.33,0.5,0,5,73,112,11,1273,0.55,0.67,0.74,0.05,0,0.26,0.2,0,,0.4,0.6,12,27,0.3,12,0.7,11,,0.2,15,37,485,13.0,C,202602
28720,11,-1,0,10,,,89,,0.5,,,,0,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,,0.4,0.6,0,11,0.3,-1,0.7,0,,0.2,,0,0,0.0,S,202602
29000,5559,102,674,6335,83,955,823,0.58,0.5,11,112,454,1848,0.42,0.5,401,756,537,6872,2332,1807,0.55,0.6,0.74,0.05,726,0.26,0.2,161,0.22,0.4,0.6,3219,6809,0.3,-474,0.7,1026,0.0,1.0,537,4783,8085,1.69,C,202602
29110,792,2,0,793,16,1060,117,0.42,0.5,0,31,50,431,0.58,0.5,69,1,66,859,320,1624,0.55,0.67,0.74,0.05,168,0.26,0.2,56,0.48,0.4,0.6,544,573,0.3,220,0.7,218,0.0,1.0,66,828,369,0.45,S,202602
29140,566,11,0,578,6,1005,-30,0.54,0.5,4,18,108,0,0.46,0.5,130,195,115,692,275,2167,0.55,0.52,0.74,0.05,41,0.26,0.2,14,0.19,0.4,0.6,331,1257,0.3,-679,0.7,-51,0.0,1.0,115,394,2038,5.17,C,202602
29155,538,7,236,781,8,1034,51,0.53,0.5,-1,17,91,1032,0.47,0.5,42,110,98,879,211,2091,0.55,0.52,0.74,0.05,40,0.26,0.2,16,0.27,0.4,0.6,267,773,0.3,8,0.7,123,0.0,1.0,98,489,1310,2.68,C,202602
29170,1942,14,438,2395,39,859,618,0.62,0.5,5,25,152,-19,0.38,0.5,143,314,191,2586,546,1878,0.55,0.55,0.74,0.05,115,0.26,0.2,33,0.21,0.4,0.6,695,2289,0.3,106,0.7,419,0.0,1.0,191,1304,3199,2.45,C,202602
29200,1583,68,0,1651,8,950,67,0.63,0.5,2,7,66,404,0.37,0.5,62,86,73,1725,1191,1473,0.55,0.72,0.74,0.05,693,0.26,0.2,72,0.16,0.4,0.6,1957,1861,0.3,-210,0.7,296,0.0,1.0,73,2326,1169,0.5,S,202602
30000,5539,101,266,5906,45,1172,72,0.59,0.5,28,95,673,4792,0.41,0.5,335,1113,718,6624,2157,2027,0.55,0.57,0.74,0.05,480,0.26,0.2,202,0.32,0.4,0.6,2839,6438,0.3,-533,0.7,888,0.0,1.0,718,4446,8372,1.88,C,202602
30110,568,16,40,624,9,897,64,0.54,0.5,-5,24,142,2615,0.46,0.5,50,41,152,776,440,1589,0.55,0.63,0.74,0.05,54,0.26,0.2,60,0.51,0.4,0.6,554,801,0.3,-177,0.7,74,0.0,1.0,152,780,1346,1.73,C,202602
30140,382,5,100,487,-3,1006,86,0.55,0.5,-14,-7,146,830,0.45,0.5,-2,334,143,630,342,1782,0.55,0.58,0.74,0.05,64,0.26,0.2,51,0.52,0.4,0.6,457,790,0.3,-303,0.7,15,0.01,0.6,86,557,1807,3.24,C,202602
30170,1490,28,12,1531,10,1264,-198,0.59,0.5,24,42,180,835,0.41,0.5,244,188,190,1720,904,2014,0.55,0.58,0.74,0.05,135,0.26,0.2,57,0.23,0.4,0.6,1096,2198,0.3,-667,0.7,112,0.0,1.0,190,1397,2144,1.53,C,202602
30200,2846,30,0,2876,14,1400,-63,0.61,0.5,26,22,221,450,0.39,0.5,79,555,234,3110,42,4432,0.55,0.37,0.74,0.05,1,0.26,0.2,2,0.15,0.4,0.6,45,2069,0.3,807,0.7,439,0.0,1.0,234,718,2748,3.83,C,202602
30230,485,12,114,611,18,840,183,0.61,0.5,3,20,21,62,0.39,0.5,-3,59,38,649,264,1598,0.55,0.62,0.74,0.05,22,0.26,0.2,33,0.48,0.4,0.6,319,645,0.3,-34,0.7,105,0.0,1.0,38,462,327,0.71,A,202602
31000,3074,98,233,3405,40,1036,840,0.62,0.5,-88,78,505,9149,0.38,0.5,158,488,545,3950,1595,2055,0.55,0.6,0.74,0.05,516,0.26,0.2,162,0.32,0.4,0.6,2273,3781,0.3,-376,0.7,523,0.01,0.8,436,3232,6522,2.02,C,202602
31110,200,-2,112,311,-6,1143,41,0.57,0.5,-27,3,203,2969,0.43,0.5,21,261,196,507,252,2233,0.55,0.56,0.74,0.05,58,0.26,0.2,36,0.48,0.4,0.6,346,552,0.3,-241,0.7,-2,0.01,0.8,157,502,2290,4.56,C,202602
31140,626,-1,120,746,-2,1301,64,0.6,0.5,-24,7,229,3644,0.4,0.5,66,221,227,973,423,2361,0.55,0.54,0.74,0.05,169,0.26,0.2,38,0.27,0.4,0.6,630,1011,0.3,-266,0.7,63,0.0,1.0,227,921,2576,2.8,C,202602
31170,373,85,0,459,,787,610,0.72,0.5,,,,0,0.28,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.31,0.4,0.6,0,630,0.3,-172,0.7,0,0.0,1.0,,0,0,,C,202602
31200,1188,7,0,1195,,905,71,0.63,0.5,,,,-19,0.37,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.14,0.4,0.6,0,865,0.3,331,0.7,0,0.0,1.0,,0,117,,C,202602
31710,841,20,0,861,23,850,54,0.65,0.5,9,51,139,2555,0.35,0.5,83,78,162,1023,495,1486,0.55,0.73,0.74,0.05,416,0.26,0.2,0,,0.4,0.6,912,750,0.3,111,0.7,221,,0.2,32,1165,1539,1.32,B,202602
36110,4479,20,0,4500,95,1662,141,0.7,0.5,166,73,108,1784,0.3,0.5,2,67,203,4703,2300,1752,0.55,0.72,0.74,0.05,211,0.26,0.2,90,0.15,0.4,0.6,2601,2049,0.3,2450,0.7,1678,0.0,1.0,203,4482,910,0.2,S,202602
41000,80549,1061,3967,85577,1328,1760,6926,0.54,0.5,88,2325,11431,95064,0.46,0.5,6756,9171,12759,98336,35496,2088,0.55,0.59,0.74,0.05,20727,0.26,0.2,5262,0.39,0.4,0.6,61485,58115,0.3,27462,0.7,21628,0.0,1.0,12759,95872,87381,0.91,A,202602
41110,5871,48,0,5919,72,1892,630,0.49,0.5,21,93,425,4534,0.51,0.5,280,220,497,6417,2057,2828,0.55,0.47,0.74,0.05,610,0.26,0.2,218,0.34,0.4,0.6,2885,5408,0.3,511,0.7,931,0.0,1.0,497,4313,3595,0.83,A,202602
41111,1153,6,,,,,767,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.5,0.4,0.6,0,1092,0.3,67,0.7,0,,0.2,,0,,,C,202602
41113,1585,15,,,,,-25,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.39,0.4,0.6,0,1735,0.3,-135,0.7,0,,0.2,,0,,,C,202602
41115,1414,4,,,,,48,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.64,0.4,0.6,0,935,0.3,483,0.7,0,,0.2,,0,,,C,202602
41117,1454,37,,,,,-160,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.1,0.4,0.6,0,1516,0.3,-25,0.7,0,,0.2,,0,,,C,202602
41130,2135,9,0,2144,69,3863,74,0.43,0.5,24,167,862,2449,0.57,0.5,52,1829,931,3075,1651,3806,0.55,0.41,0.74,0.05,666,0.26,0.2,217,0.39,0.4,0.6,2534,2617,0.3,-472,0.7,186,0.0,1.0,931,3651,3539,0.97,A,202602
41131,638,2,,,,,370,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.83,0.4,0.6,0,595,0.3,45,0.7,0,,0.2,,0,,,C,202602
41133,302,-3,,,,,-62,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.94,0.4,0.6,0,450,0.3,-151,0.7,0,,0.2,,0,,,C,202602
41135,1006,2,,,,,-234,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.13,0.4,0.6,0,1393,0.3,-385,0.7,0,,0.2,,0,,,C,202602
41150,3123,45,7,3175,42,1210,130,0.64,0.5,18,84,179,2921,0.36,0.5,114,144,221,3396,494,2296,0.55,0.44,0.74,0.05,24,0.26,0.2,36,0.29,0.4,0.6,554,2515,0.3,660,0.7,535,0.01,0.8,176,1266,2657,2.1,C,202602
41170,1839,2,0,1841,28,2348,61,0.43,0.5,13,61,389,2794,0.57,0.5,212,396,416,2257,883,3337,0.55,0.34,0.74,0.05,155,0.26,0.2,80,0.32,0.4,0.6,1117,1831,0.3,10,0.7,189,0.0,1.0,416,1723,3400,1.97,C,202602
41171,224,2,,,,,-188,,0.5,,,,,,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.62,0.4,0.6,0,578,0.3,-353,0.7,0,,0.2,,0,,,C,202602
